card_id,name,supertype,subtypes,set_id,artist_id,rarity_id
ex9-65,Spoink,Pokémon,Basic,ex9,162,21
swsh6-222,Electrode,Pokémon,Stage 1,swsh6,232,27
swsh12-48,Araquanid,Pokémon,Stage 1,swsh12,260,29
base6-25,Hypno,Pokémon,Stage 1,base6,116,2
sv3pt5-201,Alakazam ex,Pokémon,"Stage 2,ex",sv3pt5,266,5
sm115-41,Jigglypuff,Pokémon,Basic,sm115,71,21
xy7-67,Porygon-Z,Pokémon,Stage 2,xy7,292,34
swsh4-88,Hitmontop,Pokémon,Basic,swsh4,351,29
sm115-64,Pokémon Center Lady,Trainer,Supporter,sm115,142,29
sm5-51,Drifloon,Pokémon,Basic,sm5,165,21
xy10-4,Mothim,Pokémon,Stage 1,xy10,267,2
dv1-3,Dragonair,Pokémon,Stage 1,dv1,163,34
pl3-SH9,Yanma,Pokémon,Basic,pl3,198,2
ex7-72,Rattata,Pokémon,Basic,ex7,284,21
swsh2-114,Stunky,Pokémon,Basic,swsh2,90,21
sv2-87,Misdreavus,Pokémon,Basic,sv2,358,21
swsh5-82,Sandaconda,Pokémon,Stage 1,swsh5,134,34
xy7-80,Sceptile Spirit Link,Trainer,Pokémon Tool,xy7,76,29
ex12-52,Gastly,Pokémon,Basic,ex12,163,21
svp-36,Palafin,Pokémon,Stage 1,svp,214,38
rsv10pt5-62,Zoroark,Pokémon,Stage 1,rsv10pt5,120,2
swsh7-209,Glaceon VMAX,Pokémon,VMAX,swsh7,215,20
gym2-71,Erika's Paras,Pokémon,Basic,gym2,116,21
sma-SV71,Guzzlord-GX,Pokémon,"Basic,GX,Ultra Beast",sma,76,35
ex13-28,Regirock,Pokémon,Basic,ex13,116,2
bw10-103,Virizion,Pokémon,Basic,bw10,281,27
ex10-44,Quagsire,Pokémon,Stage 1,ex10,162,29
svp-194,Iono's Bellibolt ex,Pokémon,"Stage 1,ex",svp,336,38
dp3-8,Gastrodon East Sea,Pokémon,Stage 1,dp3,205,34
ecard2-66,Wooper,Pokémon,Basic,ecard2,191,29
sv4pt5-22,Kilowattrel,Pokémon,Stage 1,sv4pt5,305,29
swshp-SWSH069,Lugia,Pokémon,Basic,swshp,183,38
zsv10pt5-167,Meloetta ex,Pokémon,"Basic,ex",zsv10pt5,46,5
swsh8-260,Elesa's Sparkle,Trainer,"Supporter,Fusion Strike",swsh8,66,28
swshp-SWSH185,Moltres,Pokémon,Basic,swshp,325,38
sv6-48,Crawdaunt,Pokémon,Stage 1,sv6,285,21
dp1-16,Staraptor,Pokémon,Stage 2,dp1,157,34
sv3pt5-35,Clefairy,Pokémon,Basic,sv3pt5,242,21
me1-179,Mega Lucario ex,Pokémon,"Stage 1,MEGA,ex",me1,,5
sma-SV58,Xurkitree-GX,Pokémon,"Basic,GX,Ultra Beast",sma,76,35
sv6-203,Caretaker,Trainer,Supporter,sv6,340,32
sv10-107,Mudbray,Pokémon,Basic,sv10,261,21
sm4-50,Mankey,Pokémon,Basic,sm4,189,21
sm11-9,Leavanny,Pokémon,Stage 2,sm11,162,2
bwp-BW43,Landorus,Pokémon,Basic,bwp,76,38
sv1-29,Scovillain,Pokémon,Stage 1,sv1,105,29
ru1-16,Bibarel,Pokémon,Stage 1,ru1,20,13
gym2-85,Lt. Surge's Rattata,Pokémon,Basic,gym2,191,21
base1-43,Abra,Pokémon,Basic,base1,108,21
bw5-17,Blaziken,Pokémon,Stage 2,bw5,142,34
sv8pt5-71,Dreepy,Pokémon,Basic,sv8pt5,,21
zsv10pt5-10,Foongus,Pokémon,Basic,zsv10pt5,285,21
sm12-249,Venusaur & Snivy-GX,Pokémon,"Basic,TAG TEAM,GX",sm12,76,20
gym1-51,Lt. Surge's Raticate,Pokémon,Stage 1,gym1,116,29
sm10-180,Metal Core Barrier,Trainer,Pokémon Tool,sm10,296,29
swsh6-93,Kubfu,Pokémon,Basic,swsh6,112,21
zsv10pt5-32,Eelektross,Pokémon,Stage 2,zsv10pt5,245,29
xyp-XY128,White Kyurem,Pokémon,Basic,xyp,73,38
pl3-93,Bulbasaur,Pokémon,Basic,pl3,284,21
swsh10-111,Bronzor,Pokémon,Basic,swsh10,112,21
pgo-14,Camerupt,Pokémon,Stage 1,pgo,156,29
sv7-75,Rhydon,Pokémon,Stage 1,sv7,,21
swsh12-211,Lugia VSTAR,Pokémon,VSTAR,swsh12,336,27
sm1-48,Bruxish,Pokémon,Basic,sm1,71,2
sm12-22,Charizard & Braixen-GX,Pokémon,"Basic,TAG TEAM,GX",sm12,108,10
swsh10-113,Origin Forme Dialga V,Pokémon,"Basic,V",swsh10,76,16
ex12-84,Armaldo ex,Pokémon,"Stage 2,ex",ex12,259,33
swsh12-118,Metang,Pokémon,Stage 1,swsh12,317,29
ecard1-46,Feraligatr,Pokémon,Stage 2,ecard1,69,2
sm12-130,Alolan Grimer,Pokémon,Basic,sm12,333,21
sm35-40,Shining Mew,Pokémon,Basic,sm35,351,36
sm11-207,Slumbering Forest,Trainer,Stadium,sm11,232,29
swsh4-89,Regirock,Pokémon,Basic,swsh4,214,34
swshp-SWSH104,Victini V,Pokémon,"Basic,V",swshp,76,38
sm75-64,Zinnia,Trainer,Supporter,sm75,184,29
sm10-126,Lucario,Pokémon,Stage 1,sm10,198,34
swsh5-24,Pignite,Pokémon,"Stage 1,Single Strike",swsh5,223,29
smp-SM88,Latios,Pokémon,Basic,smp,108,38
xyp-XY40,Ditto,Pokémon,Basic,xyp,76,38
smp-SM191,Mewtwo & Mew-GX,Pokémon,"Basic,TAG TEAM,GX",smp,254,38
sv6-159,Ogre's Mask,Trainer,Item,sv6,76,29
rsv10pt5-4,Cottonee,Pokémon,Basic,rsv10pt5,254,21
gym2-25,Koga's Arbok,Pokémon,Stage 1,gym2,116,2
ecard3-47,Buried Fossil,Pokémon,Basic,ecard3,362,21
fut20-1,Pikachu on the Ball,Pokémon,Basic,fut20,114,13
base6-27,Kabutops,Pokémon,Stage 2,base6,116,2
sv3-145,Bronzong,Pokémon,Stage 1,sv3,119,29
bw5-24,Slowbro,Pokémon,Stage 1,bw5,112,29
sm11-91,Beheeyem,Pokémon,Stage 1,sm11,271,2
sm2-6,Phantump,Pokémon,Basic,sm2,351,21
sm6-116,Unidentified Fossil,Trainer,Item,sm6,334,29
sm2-28,Sharpedo,Pokémon,Stage 1,sm2,76,2
ex8-44,Plusle,Pokémon,Basic,ex8,163,29
dp1-63,Silcoon,Pokémon,Stage 1,dp1,116,29
xy1-45,Electrode,Pokémon,Stage 1,xy1,90,29
sv8pt5-148,Hearthflame Mask Ogerpon ex,Pokémon,"Basic,Tera,ex",sv8pt5,,5
base2-19,Flareon,Pokémon,Stage 1,base2,162,2
dpp-DP22,Mime Jr.,Pokémon,Basic,dpp,108,38
xy0-8,Fennekin,Pokémon,Basic,xy0,76,13
xy5-87,Hippopotas,Pokémon,Basic,xy5,43,21
sv8-41,Feebas,Pokémon,Basic,sv8,,21
sv10-229,Team Rocket's Moltres ex,Pokémon,"Basic,ex",sv10,305,5
ex2-69,Natu,Pokémon,Basic,ex2,112,21
sv9-118,Sentret,Pokémon,Basic,sv9,311,21
sm9-105,Bisharp,Pokémon,Stage 1,sm9,277,2
ex10-27,Ho-Oh,Pokémon,Basic,ex10,112,2
xy8-76,Sandslash,Pokémon,Stage 1,xy8,292,29
sm2-53,Gothorita,Pokémon,Stage 1,sm2,73,29
bw11-76,Reuniclus,Pokémon,Stage 2,bw11,271,2
swsh12-97,Terrakion,Pokémon,Basic,swsh12,214,34
svp-171,Glaceon,Pokémon,Stage 1,svp,11,38
swsh8-75,Clawitzer,Pokémon,Stage 1,swsh8,223,29
sv8pt5-57,Okidogi,Pokémon,Basic,sv8pt5,,2
swshp-SWSH065,Eevee V,Pokémon,"Basic,V",swshp,162,38
ex14-38,Marshtomp,Pokémon,Stage 1,ex14,294,29
sv4-143,Porygon2,Pokémon,Stage 1,sv4,346,21
sv8pt5-51,Lucario ex,Pokémon,"Stage 1,ex",sv8pt5,,14
sm6-84,Flabébé,Pokémon,Basic,sm6,116,21
sm10-22,Arcanine,Pokémon,Stage 1,sm10,317,34
swsh8-91,Shinx,Pokémon,Basic,swsh8,284,21
ex6-53,Bellsprout,Pokémon,Basic,ex6,17,21
sv7-135,Glass Trumpet,Trainer,Item,sv7,,29
sv7-60,Drifloon,Pokémon,Basic,sv7,,21
sv1-32,Arcanine ex,Pokémon,"Stage 1,Tera,ex",sv1,76,14
sv10-26,Teal Mask Ogerpon,Pokémon,Basic,sv10,101,29
bwp-BW44,Kyurem,Pokémon,Basic,bwp,76,38
xy6-93,Ultra Ball,Trainer,Item,xy6,76,29
g1-64,Maintenance,Trainer,Item,g1,334,29
swsh8-167,Darkrai,Pokémon,Basic,swsh8,184,29
me1-20,Ninetales,Pokémon,Stage 1,me1,,29
sm2-64,Machoke,Pokémon,Stage 1,sm2,112,29
sv2-129,Paldean Wooper,Pokémon,Basic,sv2,332,21
swsh45-4,Cacnea,Pokémon,Basic,swsh45,146,21
zsv10pt5-46,Excadrill ex,Pokémon,"Stage 1,ex",zsv10pt5,275,14
rsv10pt5-55,Purrloin,Pokémon,Basic,rsv10pt5,55,21
swsh7-159,Snow Leaf Badge,Trainer,"Item,Pokémon Tool",swsh7,296,29
ex16-35,Metang,Pokémon,Stage 1,ex16,17,29
swsh9-154,Charizard V,Pokémon,"Basic,V",swsh9,196,28
swsh8-212,Buneary,Pokémon,"Basic,Rapid Strike",swsh8,55,21
bw10-94,Master Ball,Trainer,"Item,ACE SPEC",bw10,76,30
sm12-94,Trevenant,Pokémon,Stage 1,sm12,317,2
sv9-4,Paras,Pokémon,Basic,sv9,231,21
xy1-21,Magcargo,Pokémon,Stage 1,xy1,73,2
sv3-125,Charizard ex,Pokémon,"Stage 2,ex,Tera",sv3,76,14
swsh8-32,Growlithe,Pokémon,Basic,swsh8,304,21
xy1-134,Water Energy,Energy,Basic,xy1,,21
sm4-97,Peeking Red Card,Trainer,Item,sm4,334,29
sv5-110,Forretress,Pokémon,Stage 1,sv5,148,29
sm10-184,Red's Challenge,Trainer,Supporter,sm10,184,34
sm35-6,Carnivine,Pokémon,Basic,sm35,17,29
dp7-37,Electrode,Pokémon,Stage 1,dp7,125,29
sv8pt5-175,Lacey,Trainer,Supporter,sv8pt5,,5
sv9-94,Paldean Clodsire ex,Pokémon,"Stage 1,ex",sv9,70,14
ex9-12,Chimecho,Pokémon,Basic,ex9,162,2
swsh4-1,Weedle,Pokémon,Basic,swsh4,254,21
swshp-SWSH041,Flareon,Pokémon,Stage 1,swshp,273,38
sv7-95,Morgrem,Pokémon,Stage 1,sv7,,21
xy11-113,Pokémon Ranger,Trainer,Supporter,xy11,184,28
ex1-30,Electrike,Pokémon,Basic,ex1,163,29
ex11-62,Ditto,Pokémon,Basic,ex11,43,21
me1-29,Sizzlipede,Pokémon,Basic,me1,,21
neo2-6,Kabutops,Pokémon,Stage 2,neo2,259,34
ex12-8,Lapras,Pokémon,Basic,ex12,162,34
sv3-175,Bunnelby,Pokémon,Basic,sv3,14,21
swsh1-130,Ferroseed,Pokémon,Basic,swsh1,43,21
sm9-67,Mr. Mime-GX,Pokémon,"Basic,GX",sm9,76,10
swshp-SWSH090,Houndoom,Pokémon,"Stage 1,Single Strike",swshp,146,38
bw4-81,Persian,Pokémon,Stage 1,bw4,90,2
sv7-45,Veluza,Pokémon,Basic,sv7,,29
sm4-75,Jangmo-o,Pokémon,Basic,sm4,191,21
swsh35-62,Professor's Research (Professor Magnolia),Trainer,Supporter,swsh35,171,34
pl1-1,Ampharos,Pokémon,Stage 2,pl1,191,34
sm8-96,Sableye,Pokémon,Basic,sm8,189,29
hgss3-32,Pinsir,Pokémon,Basic,hgss3,167,29
dp6-102,Horsea,Pokémon,Basic,dp6,116,21
xyp-XY123,Venusaur-EX,Pokémon,"Basic,EX",xyp,292,38
svp-159,Magneton,Pokémon,Stage 1,svp,,38
bw6-18,Vulpix,Pokémon,Basic,bw6,267,21
xy1-66,Gurdurr,Pokémon,Stage 1,xy1,112,29
sm11-185,Komala,Pokémon,Basic,sm11,189,29
me2-25,Mamoswine,Pokémon,Stage 2,me2,279,29
swsh12pt5gg-GG19,Altaria,Pokémon,Stage 1,swsh12pt5gg,165,37
bw10-60,Jirachi-EX,Pokémon,"Basic,EX",bw10,232,33
sv4pt5-34,Cottonee,Pokémon,Basic,sv4pt5,346,21
sv6-215,Cornerstone Mask Ogerpon ex,Pokémon,"Basic,Tera,ex",sv6,369,5
dc1-15,Team Magma's Groudon-EX,Pokémon,"Basic,EX",dc1,214,28
xy7-17,Volcarona,Pokémon,Stage 1,xy7,271,34
sm3-92,Kirlia,Pokémon,Stage 1,sm3,277,29
bw4-89,Level Ball,Trainer,Item,bw4,76,29
sm1-163,Metal Energy,Energy,Basic,sm1,,27
swsh1-161,Energy Search,Trainer,Item,swsh1,296,29
svp-160,Squawkabilly ex,Pokémon,"Basic,ex",svp,,38
sv10-37,Team Rocket's Houndour,Pokémon,Basic,sv10,209,21
sv9-53,Iono's Bellibolt ex,Pokémon,"Stage 1,ex",sv9,76,14
swsh8-217,Greedent V,Pokémon,"Basic,V",swsh8,99,16
smp-SM110,Ash's Pikachu,Pokémon,Basic,smp,42,38
xy11-115,Volcanion-EX,Pokémon,"Basic,EX",xy11,108,27
swsh3-85,Dugtrio,Pokémon,Stage 1,swsh3,293,29
sma-SV73,Kartana-GX,Pokémon,"Basic,GX,Ultra Beast",sma,76,35
sv5-184,Drampa,Pokémon,Basic,sv5,139,7
swsh10-3,Hisuian Electrode,Pokémon,Stage 1,swsh10,340,29
sv5-74,Beheeyem,Pokémon,Stage 1,sv5,266,29
sm10-108,Murkrow,Pokémon,Basic,sm10,131,21
sm1-57,Alolan Grimer,Pokémon,Basic,sm1,292,21
pop5-9,δ Rainbow Energy,Energy,Special,pop5,50,29
sv10-213,Team Rocket's Mewtwo ex,Pokémon,"Basic,ex",sv10,207,32
rsv10pt5-126,Frillish,Pokémon,Basic,rsv10pt5,266,7
xy1-39,Froakie,Pokémon,Basic,xy1,76,21
ex6-23,Farfetch'd,Pokémon,Basic,ex6,293,2
swsh10-145,Gutsy Pickaxe,Trainer,Item,swsh10,297,29
base3-48,Grimer,Pokémon,Basic,base3,108,21
bw11-66,Sigilyph,Pokémon,Basic,bw11,90,34
xy5-51,Gorebyss,Pokémon,Stage 1,xy5,189,29
sm2-129,Multi Switch,Trainer,Item,sm2,334,29
base5-2,Dark Arbok,Pokémon,Stage 1,base5,108,34
swsh3-55,Mareep,Pokémon,Basic,swsh3,129,21
sm11-97,Toxapex,Pokémon,Stage 1,sm11,24,2
xy5-65,Eelektross,Pokémon,Stage 2,xy5,108,34
ex8-56,Carvanha,Pokémon,Basic,ex8,17,21
sm6-35,Magneton,Pokémon,Stage 1,sm6,215,29
bw4-86,Cilan,Trainer,Supporter,bw4,171,29
ecard2-85,Horsea,Pokémon,Basic,ecard2,191,21
g1-40,Machop,Pokémon,Basic,g1,40,21
ex2-87,Lanette's Net Search,Trainer,Supporter,ex2,116,29
swsh8-231,Crossceiver,Trainer,"Item,Fusion Strike",swsh8,296,29
sm12-162,Hakamo-o,Pokémon,Stage 1,sm12,66,29
swsh2-120,Mandibuzz,Pokémon,Stage 1,swsh2,183,2
bw5-13,Entei-EX,Pokémon,"Basic,EX",bw5,298,33
ex8-69,Phanpy,Pokémon,Basic,ex8,43,21
sm8-87,Natu,Pokémon,Basic,sm8,277,21
sma-SV53,Alolan Ninetales-GX,Pokémon,"Stage 1,GX",sma,76,35
svp-69,Fidough,Pokémon,Basic,svp,129,38
sm3-36,Panpour,Pokémon,Basic,sm3,38,21
bw9-49,Sableye,Pokémon,"Basic,Team Plasma",bw9,76,2
swsh12pt5-81,Skrelp,Pokémon,Basic,swsh12pt5,17,21
swsh12tg-TG16,Zeraora V,Pokémon,"Basic,V,Rapid Strike",swsh12tg,156,16
swshp-SWSH039,Pikachu,Pokémon,Basic,swshp,75,38
bw1-75,Klang,Pokémon,Stage 1,bw1,292,29
sv1-208,Pachirisu,Pokémon,Basic,sv1,200,7
svp-180,Dialga ex,Pokémon,"Basic,ex",svp,70,38
xy7-1,Oddish,Pokémon,Basic,xy7,267,21
mcd22-7,Pikachu,Pokémon,Basic,mcd22,24,13
swshp-SWSH270,Rapidash,Pokémon,Stage 1,swshp,8,38
dp4-1,Blaziken,Pokémon,Stage 2,dp4,162,34
swsh3-62,Toxel,Pokémon,Basic,swsh3,340,21
sv8-18,Paldean Tauros,Pokémon,Basic,sv8,,29
xy8-30,Starmie,Pokémon,Stage 1,xy8,108,29
sv10-170,Team Rocket's Archer,Trainer,Supporter,sv10,37,29
svp-48,Squirtle,Pokémon,Basic,svp,96,38
swsh5-149,Necrozma V,Pokémon,"Basic,V",swsh5,70,28
sm10-3,Metapod,Pokémon,Stage 1,sm10,90,29
bwp-BW71,Terrakion,Pokémon,Basic,bwp,76,38
xy8-107,Xerneas,Pokémon,Basic,xy8,108,34
sv10-28,Arcanine,Pokémon,Stage 1,sv10,82,29
sm7-49,Chinchou,Pokémon,Basic,sm7,308,21
swsh8-208,Stantler,Pokémon,Basic,swsh8,322,29
xy3-13,Combusken,Pokémon,Stage 1,xy3,317,29
sv1-19,Spidops ex,Pokémon,"Stage 1,ex",sv1,356,14
dp1-15,Skuntank,Pokémon,Stage 1,dp1,32,34
ex8-5,Claydol,Pokémon,Stage 1,ex8,163,34
rsv10pt5-83,Harlequin,Trainer,Supporter,rsv10pt5,151,29
sv5-177,Gastly,Pokémon,Basic,sv5,169,7
xy9-57,Garbodor,Pokémon,Stage 1,xy9,112,34
swsh4-33,Oshawott,Pokémon,Basic,swsh4,214,21
swsh3-48,Cubchoo,Pokémon,Basic,swsh3,332,21
pgo-18,Radiant Blastoise,Pokémon,"Basic,Radiant",pgo,117,22
dp6-138,Claw Fossil,Trainer,Item,dp6,232,21
sm10-104,Crabrawler,Pokémon,Basic,sm10,340,21
xy7-94,Lugia-EX,Pokémon,"Basic,EX",xy7,232,28
xyp-XY92,Sableye,Pokémon,Basic,xyp,167,38
sv5-70,Solosis,Pokémon,Basic,sv5,365,21
ex7-3,Dark Crobat,Pokémon,Stage 2,ex7,301,34
ex15-33,Kirlia δ,Pokémon,Stage 1,ex15,271,29
sm10-11,Venomoth,Pokémon,Stage 1,sm10,40,2
sm115-24,Zapdos,Pokémon,Basic,sm115,317,34
dp4-43,Linoone,Pokémon,Stage 1,dp4,112,29
sv4-71,Natu,Pokémon,Basic,sv4,242,21
svp-78,Meowscarada ex,Pokémon,"Stage 2,ex",svp,76,38
swsh10-5,Scyther,Pokémon,Basic,swsh10,146,21
swsh9-57,Granbull V,Pokémon,"Basic,V",swsh9,336,16
bw8-62,Giratina,Pokémon,"Basic,Team Plasma",bw8,76,2
sv6-106,Greninja ex,Pokémon,"Stage 2,Tera,ex",sv6,76,14
sm12-237,Torkoal,Pokémon,Basic,sm12,196,27
swsh2-5,Shuckle,Pokémon,Basic,swsh2,12,29
swsh12pt5-132,Great Ball,Trainer,Item,swsh12pt5,334,29
g1-78,Lightning Energy,Energy,Basic,g1,,21
dp4-8,Sceptile,Pokémon,Stage 2,dp4,117,34
sv8pt5-39,Aromatisse,Pokémon,Stage 1,sv8pt5,,21
sm9-6,Paras,Pokémon,Basic,sm9,284,21
swsh6-175,Sandaconda V,Pokémon,"Basic,V",swsh6,70,28
sm1-134,Timer Ball,Trainer,Item,sm1,334,29
sm5-152,Looker,Trainer,Supporter,sm5,75,28
xy12-47,Gastly,Pokémon,Basic,xy12,307,21
me2-76,Jigglypuff,Pokémon,Basic,me2,284,21
swsh10-62,Gallade,Pokémon,Stage 2,swsh10,233,34
svp-53,Mew ex,Pokémon,"Basic,ex",svp,84,38
hgss1-51,Skiploom,Pokémon,Stage 1,hgss1,254,29
ru1-12,Lucario,Pokémon,Stage 1,ru1,20,13
sv3-135,Absol ex,Pokémon,"Basic,ex",sv3,82,14
swsh35-26,Machamp,Pokémon,Stage 2,swsh35,277,34
sv3pt5-188,Alakazam ex,Pokémon,"Stage 2,ex",sv3pt5,70,32
sm5-91,Magearna,Pokémon,Basic,sm5,73,2
ex15-46,Dratini δ,Pokémon,Basic,ex15,17,21
g1-43,Geodude,Pokémon,Basic,g1,267,21
zsv10pt5-43,Golurk,Pokémon,Stage 1,zsv10pt5,146,29
xy12-90,Double Colorless Energy,Energy,Special,xy12,307,29
ex3-48,Whiscash,Pokémon,Stage 1,ex3,17,29
sv4pt5-129,Arctibax,Pokémon,Stage 1,sv4pt5,112,31
xy10-2,Burmy,Pokémon,Basic,xy10,112,21
sv5-36,Sizzlipede,Pokémon,Basic,sv5,293,21
swsh4-181,Beauty,Trainer,Supporter,swsh4,215,28
bw3-24,Seismitoad,Pokémon,Stage 2,bw3,117,2
xy12-3,Caterpie,Pokémon,Basic,xy12,116,21
sv6pt5-35,Yveltal,Pokémon,Basic,sv6pt5,,29
base1-2,Blastoise,Pokémon,Stage 2,base1,116,34
swsh3-124,Escavalier,Pokémon,Stage 1,swsh3,277,2
xy7-29,Rotom,Pokémon,Basic,xy7,71,29
dp4-48,Pelipper,Pokémon,Stage 1,dp4,116,29
rsv10pt5-53,Mienshao,Pokémon,Stage 1,rsv10pt5,11,29
ex10-45,Quilava,Pokémon,Stage 1,ex10,163,29
sm8-13,Skiploom,Pokémon,Stage 1,sm8,75,29
xy4-35,M Gengar-EX,Pokémon,"MEGA,EX",xy4,76,33
swsh6-155,Weeding Gloves,Trainer,Pokémon Tool,swsh6,334,29
sv2-52,Quaquaval ex,Pokémon,"Stage 2,ex",sv2,76,14
swsh7-108,Shelgon,Pokémon,Stage 1,swsh7,223,29
sv8-8,Morelull,Pokémon,Basic,sv8,,21
sm6-60,Gible,Pokémon,Basic,sm6,271,21
sv6-154,Kieran,Trainer,Supporter,sv6,94,29
xy10-80,Whismur,Pokémon,Basic,xy10,112,21
base6-60,Rapidash,Pokémon,Stage 1,base6,108,29
bw6-40,Ampharos,Pokémon,Stage 2,bw6,163,34
swsh12-204,Candice,Trainer,Supporter,swsh12,292,20
sm75-28,Feebas,Pokémon,Basic,sm75,317,21
bw9-97,Staraptor,Pokémon,Stage 2,bw9,163,2
pl4-SH10,Bagon,Pokémon,Basic,pl4,284,2
hgss3-44,Combee,Pokémon,Basic,hgss3,284,21
xy5-15,Shroomish,Pokémon,Basic,xy5,71,21
sv6-165,Unfair Stamp,Trainer,"Item,ACE SPEC",sv6,334,19
sv8-222,Flygon ex,Pokémon,"Stage 2,Tera,ex",sv8,,32
ex11-79,Poochyena,Pokémon,Basic,ex11,34,21
sm75-57,Swablu,Pokémon,Basic,sm75,322,21
bw2-21,Darmanitan,Pokémon,Stage 1,bw2,108,2
swshp-SWSH156,Greninja V-UNION,Pokémon,V-UNION,swshp,317,38
sv9-48,Iono's Electrode,Pokémon,Stage 1,sv9,248,29
swsh9-87,Weavile,Pokémon,Stage 1,swsh9,264,29
swsh7-204,Leafeon VMAX,Pokémon,VMAX,swsh7,70,20
sm35-78,Mewtwo-GX,Pokémon,"Basic,GX",sm35,108,27
sv8-169,Counter Gain,Trainer,Pokémon Tool,sv8,,29
base1-45,Caterpie,Pokémon,Basic,base1,116,21
ex6-76,Ponyta,Pokémon,Basic,ex6,116,21
base6-33,Pidgeot,Pokémon,Stage 2,base6,162,2
pl4-66,Gulpin,Pokémon,Basic,pl4,125,21
bw8-23,Heatmor,Pokémon,Basic,bw8,38,29
sm75-65,Reshiram-GX,Pokémon,"Basic,GX",sm75,72,28
sv4-10,Blipbug,Pokémon,Basic,sv4,371,21
bw4-48,Zebstrika,Pokémon,Stage 1,bw4,292,2
swsh3-43,Galarian Darumaka,Pokémon,Basic,swsh3,317,21
svp-207,Steven's Beldum,Pokémon,Basic,svp,357,38
ex4-78,Team Aqua Hideout,Trainer,Stadium,ex4,69,29
bw5-49,Slowking,Pokémon,Stage 1,bw5,317,2
rsv10pt5-74,Lillipup,Pokémon,Basic,rsv10pt5,129,21
sv1-20,Smoliv,Pokémon,Basic,sv1,156,21
neo3-48,Quagsire,Pokémon,Stage 1,neo3,43,21
swsh8-35,Magcargo,Pokémon,Stage 1,swsh8,377,29
sv8-53,Cetoddle,Pokémon,Basic,sv8,,21
sm10-19,Kartana,Pokémon,"Basic,Ultra Beast",sm10,317,34
ex16-106,Lightning Energy,Energy,Basic,ex16,,34
me2-39,Cresselia,Pokémon,Basic,me2,361,29
gym2-99,Sabrina's Psyduck,Pokémon,Basic,gym2,116,21
hsp-HGSS16,Plusle,Pokémon,Basic,hsp,112,38
sm11-90,Elgyem,Pokémon,Basic,sm11,125,29
sv3pt5-137,Porygon,Pokémon,Basic,sv3pt5,76,21
swsh10tg-TG27,Milo,Trainer,Supporter,swsh10tg,351,28
swsh45-2,Yanmega,Pokémon,Stage 1,swsh45,224,2
sm12-209,Draw Energy,Energy,Special,sm12,,29
ex2-52,Vigoroth,Pokémon,Stage 1,ex2,116,29
ex10-84,Energy Switch,Trainer,Item,ex10,347,29
sm9-58,Nidorino,Pokémon,Stage 1,sm9,112,29
smp-SM96,Heatran,Pokémon,Basic,smp,223,38
sm9-139,Electrocharger,Trainer,Item,sm9,297,29
sm12-13,Kricketot,Pokémon,Basic,sm12,116,21
me1-8,Chikorita,Pokémon,Basic,me1,,21
base6-51,Machoke,Pokémon,Stage 1,base6,116,29
sm10-59,Vikavolt,Pokémon,Stage 2,sm10,264,34
sv4-82,Tinkatink,Pokémon,Basic,sv4,151,21
xy9-27,M Gyarados-EX,Pokémon,"MEGA,EX",xy9,76,33
sm35-14,Reshiram,Pokémon,Basic,sm35,142,34
pgo-32,Natu,Pokémon,Basic,pgo,12,21
sm12-97,Mimikyu,Pokémon,Basic,sm12,43,2
sv9-106,Galarian Stunfisk,Pokémon,Basic,sv9,308,21
ex5-88,Desert Ruins,Trainer,Stadium,ex5,176,29
swsh9tg-TG29,Single Strike Urshifu VMAX,Pokémon,"VMAX,Single Strike",swsh9tg,70,27
sm5-45,Shinx,Pokémon,Basic,sm5,322,21
xy1-28,Talonflame,Pokémon,Stage 2,xy1,76,34
xyp-XY04,Sylveon,Pokémon,Stage 1,xyp,76,38
bw10-69,Haxorus,Pokémon,Stage 2,bw10,112,34
bw7-58,Wobbuffet,Pokémon,Basic,bw7,116,29
sv1-227,Miraidon ex,Pokémon,"Basic,ex",sv1,76,32
sv2-97,Mimikyu,Pokémon,Basic,sv2,162,2
sm9-141,Evelyn,Trainer,Supporter,sm9,184,29
ex13-95,Metal Energy,Energy,Special,ex13,364,2
xy3-49,Hitmontop,Pokémon,Basic,xy3,73,29
sv3pt5-152,Antique Dome Fossil,Trainer,Item,sv3pt5,26,21
swsh3-60,Vikavolt V,Pokémon,"Basic,V",swsh3,281,16
neo2-44,Poliwhirl,Pokémon,Stage 1,neo2,162,29
g1-73,Team Flare Grunt,Trainer,Supporter,g1,171,29
sv3pt5-58,Growlithe,Pokémon,Basic,sv3pt5,233,21
basep-44,Magmar,Pokémon,Basic,basep,191,38
sm12-268,Martial Arts Dojo,Trainer,Stadium,sm12,76,27
ex4-15,Team Aqua's Mightyena,Pokémon,Stage 1,ex4,176,2
sm12-201,Professor Oak's Setup,Trainer,Supporter,sm12,184,29
ex6-93,Life Herb,Trainer,Item,ex6,232,29
sm6-42,Mesprit,Pokémon,Basic,sm6,183,29
swsh12-103,Zubat,Pokémon,Basic,swsh12,90,21
g1-RC6,Flareon-EX,Pokémon,"Basic,EX",g1,191,33
xy12-55,Diglett,Pokémon,Basic,xy12,307,21
bw5-2,Ivysaur,Pokémon,Stage 1,bw5,254,29
rsv10pt5-88,Swadloon,Pokémon,Stage 1,rsv10pt5,131,7
sv8pt5-49,Groudon,Pokémon,Basic,sv8pt5,,2
