price_id,variant_id,market_price,date_observed
25546,2117,0.15,2026-01-25
25547,20174,0.12,2026-01-25
25548,248,0.33,2026-01-25
25549,2859,0.27,2026-01-25
25550,18147,0.24,2026-01-25
25551,24390,0.06,2026-01-25
25552,6035,0.12,2026-01-25
25553,11161,0.23,2026-01-25
25554,4697,0.10,2026-01-25
25555,6821,1.16,2026-01-25
25556,20962,1.61,2026-01-25
25557,22367,0.09,2026-01-25
25558,23463,0.19,2026-01-25
25559,24269,0.04,2026-01-25
25560,3393,0.14,2026-01-25
25561,182,1.12,2026-01-25
25562,8446,0.20,2026-01-25
25563,21439,0.15,2026-01-25
25564,23236,0.21,2026-01-25
25565,7625,0.48,2026-01-25
25566,8276,0.06,2026-01-25
25567,15473,0.14,2026-01-25
25568,24514,0.16,2026-01-25
25569,15832,0.08,2026-01-25
25570,14472,0.11,2026-01-25
25571,22681,0.20,2026-01-25
25572,21549,0.08,2026-01-25
25573,9563,0.14,2026-01-25
25574,17722,0.23,2026-01-25
25575,7451,0.17,2026-01-25
25576,23384,0.14,2026-01-25
25577,12014,0.07,2026-01-25
25578,10916,0.22,2026-01-25
25579,17398,0.27,2026-01-25
25580,4551,0.13,2026-01-25
25581,2332,0.09,2026-01-25
25582,19065,0.19,2026-01-25
25583,12171,0.08,2026-01-25
25584,4758,0.14,2026-01-25
25585,12800,0.07,2026-01-25
25586,19555,0.22,2026-01-25
25587,9383,0.39,2026-01-25
25588,26906,0.05,2026-01-25
25589,15480,0.13,2026-01-25
25590,2371,0.18,2026-01-25
25591,2581,0.15,2026-01-25
25592,23740,0.62,2026-01-25
25593,14009,0.69,2026-01-25
25594,22126,0.28,2026-01-25
25595,26784,0.20,2026-01-25
25596,1499,0.27,2026-01-25
25597,9916,0.07,2026-01-25
25598,23657,0.04,2026-01-25
25599,21915,0.15,2026-01-25
25600,4002,0.21,2026-01-25
25601,11408,0.08,2026-01-25
25602,2340,0.39,2026-01-25
25603,26865,0.17,2026-01-25
25604,11164,0.07,2026-01-25
25605,7838,0.24,2026-01-25
25606,3554,0.09,2026-01-25
25607,13088,0.22,2026-01-25
25608,18375,0.18,2026-01-25
25609,17902,0.09,2026-01-25
25610,1373,0.26,2026-01-25
25611,1932,0.09,2026-01-25
25612,11799,0.16,2026-01-25
25613,21824,0.08,2026-01-25
25614,19874,0.24,2026-01-25
25615,20788,0.12,2026-01-25
25616,20045,0.21,2026-01-25
25617,23027,0.41,2026-01-25
25618,10626,1.06,2026-01-25
25619,4532,0.38,2026-01-25
25620,9906,0.17,2026-01-25
25621,20986,0.05,2026-01-25
25622,5990,0.11,2026-01-25
25623,21531,0.04,2026-01-25
25624,25179,0.13,2026-01-25
25625,24259,0.07,2026-01-25
25626,22770,0.07,2026-01-25
25627,26411,0.16,2026-01-25
25628,143,0.06,2026-01-25
25629,25058,0.13,2026-01-25
25630,6285,0.07,2026-01-25
25631,3951,0.25,2026-01-25
25632,23514,0.48,2026-01-25
25633,19349,0.16,2026-01-25
25634,22706,0.09,2026-01-25
25635,6201,0.20,2026-01-25
25636,14032,0.07,2026-01-25
25637,10664,0.16,2026-01-25
25638,4617,0.05,2026-01-25
25639,16500,0.15,2026-01-25
25640,23366,0.08,2026-01-25
25641,14554,0.13,2026-01-25
25642,26842,0.17,2026-01-25
25643,25927,0.06,2026-01-25
25644,57,3.27,2026-01-25
25645,7881,42.04,2026-01-25
25646,11575,2.87,2026-01-25
25647,20149,17.92,2026-01-25
25648,10172,1.71,2026-01-25
25649,26111,1.72,2026-01-25
25650,755,2.81,2026-01-25
25651,8075,67.55,2026-01-25
25652,23072,4.46,2026-01-25
25653,23424,4.75,2026-01-25
25654,10445,16.46,2026-01-25
25655,5502,8.79,2026-01-25
25656,12610,149.83,2026-01-25
25657,20664,1.67,2026-01-25
25658,16819,4.41,2026-01-25
25659,18175,23.08,2026-01-25
25660,3698,2.69,2026-01-25
25661,15504,56.46,2026-01-25
25662,10070,7.77,2026-01-25
25663,14953,1.58,2026-01-25
25664,24424,2.02,2026-01-25
25665,22658,3.06,2026-01-25
25666,11817,1.30,2026-01-25
25667,17217,1.77,2026-01-25
25668,1452,6.75,2026-01-25
25669,25624,1.44,2026-01-25
25670,1338,9.50,2026-01-25
25671,24125,1.32,2026-01-25
25672,11659,4.82,2026-01-25
25673,2099,1.72,2026-01-25
25674,13076,6.41,2026-01-25
25675,11464,5.51,2026-01-25
25676,21225,10.67,2026-01-25
25677,2755,10.80,2026-01-25
25678,1736,12.68,2026-01-25
25679,20791,7.49,2026-01-25
25680,18062,7.72,2026-01-25
25681,8649,7.15,2026-01-25
25682,8069,12.71,2026-01-25
25683,2505,3.97,2026-01-25
25684,26195,3.25,2026-01-25
25685,18860,3.97,2026-01-25
25686,1768,4.95,2026-01-25
25687,6099,3.38,2026-01-25
25688,1173,8.36,2026-01-25
25689,22636,4.48,2026-01-25
25690,25,4.97,2026-01-25
25691,6346,3.76,2026-01-25
25692,9071,9.06,2026-01-25
25693,1688,5.88,2026-01-25
25694,7788,10.60,2026-01-25
25695,25638,2.20,2026-01-25
25696,24533,3.78,2026-01-25
25697,22603,5.58,2026-01-25
25698,2401,4.26,2026-01-25
25699,7237,3.16,2026-01-25
25700,11398,3.08,2026-01-25
25701,20225,1.57,2026-01-25
25702,22008,1.56,2026-01-25
25703,13961,6.20,2026-01-25
25704,26097,2.17,2026-01-25
25705,4590,4.73,2026-01-25
25706,23640,1.39,2026-01-25
25707,9289,1.91,2026-01-25
25708,8270,1.57,2026-01-25
25709,7120,2.76,2026-01-25
25710,18704,1.52,2026-01-25
25711,9600,2.08,2026-01-25
25712,7204,3.25,2026-01-25
25713,23200,95.23,2026-01-25
25714,3294,6.40,2026-01-25
25715,13440,5.63,2026-01-25
25716,16976,9.93,2026-01-25
25717,5638,7.56,2026-01-25
25718,21935,8.97,2026-01-25
25719,20551,9.45,2026-01-25
25720,1395,14.57,2026-01-25
25721,9809,15.22,2026-01-25
25722,5347,6.46,2026-01-25
25723,14457,60.43,2026-01-25
25724,8443,4.77,2026-01-25
25725,16686,4.10,2026-01-25
25726,21690,3.84,2026-01-25
25727,4866,2.20,2026-01-25
25728,5777,3.32,2026-01-25
25729,23150,3.16,2026-01-25
25730,8570,3.66,2026-01-25
25731,9270,0.22,2026-01-25
25732,2640,0.28,2026-01-25
25733,25547,0.37,2026-01-25
25734,3086,0.18,2026-01-25
25735,15236,0.65,2026-01-25
25736,8881,0.56,2026-01-25
25737,5986,6.42,2026-01-25
25738,15234,0.65,2026-01-25
25739,9319,0.10,2026-01-25
25740,7151,0.23,2026-01-25
25741,19516,0.09,2026-01-25
25742,14465,0.22,2026-01-25
25743,20057,0.36,2026-01-25
25744,17671,0.16,2026-01-25
25745,26933,0.41,2026-01-25
25746,21344,0.17,2026-01-25
25747,11545,2.59,2026-01-25
25748,21295,2.29,2026-01-25
25749,3221,15.44,2026-01-25
25750,17628,0.26,2026-01-25
25751,20545,0.26,2026-01-25
25752,9152,0.13,2026-01-25
25753,16818,0.26,2026-01-25
25754,3029,0.18,2026-01-25
25755,15074,0.08,2026-01-25
25756,12736,0.19,2026-01-25
25757,20367,0.39,2026-01-25
25758,20325,0.47,2026-01-25
25759,11181,0.19,2026-01-25
25760,18530,1.14,2026-01-25
25761,4876,0.90,2026-01-25
25762,24568,7.95,2026-01-25
25763,13452,0.28,2026-01-25
25764,26736,0.12,2026-01-25
25765,18800,0.37,2026-01-25
25766,19403,0.17,2026-01-25
25767,17385,0.23,2026-01-25
25768,9973,0.13,2026-01-25
25769,10512,0.37,2026-01-25
25770,25376,0.54,2026-01-25
25771,448,0.22,2026-01-25
25772,1372,0.28,2026-01-25
25773,17379,0.29,2026-01-25
25774,3198,0.27,2026-01-25
25775,24015,0.07,2026-01-25
25776,7374,0.20,2026-01-25
25777,9288,0.20,2026-01-25
25778,24878,0.15,2026-01-25
25779,1254,0.28,2026-01-25
25780,9002,0.31,2026-01-25
25781,7955,0.76,2026-01-25
25782,636,0.69,2026-01-25
25783,2710,0.37,2026-01-25
25784,15359,0.56,2026-01-25
25785,6491,3.96,2026-01-25
25786,20886,5.13,2026-01-25
25787,25341,0.23,2026-01-25
25788,23997,0.08,2026-01-25
25789,9762,0.08,2026-01-25
25790,22071,0.18,2026-01-25
25791,2566,0.21,2026-01-25
25792,24069,0.13,2026-01-25
25793,10480,0.43,2026-01-25
25794,19158,0.55,2026-01-25
25795,18271,0.31,2026-01-25
25796,7314,0.10,2026-01-25
25797,14530,0.26,2026-01-25
25798,1126,0.12,2026-01-25
25799,25002,0.11,2026-01-25
25800,8846,0.24,2026-01-25
25801,21419,0.10,2026-01-25
25802,21115,0.21,2026-01-25
25803,850,0.70,2026-01-25
25804,17835,0.08,2026-01-25
25805,10492,0.20,2026-01-25
25806,10013,0.27,2026-01-25
25807,20990,0.09,2026-01-25
25808,18777,0.31,2026-01-25
25809,5576,0.41,2026-01-25
25810,18670,0.14,2026-01-25
25811,20251,0.25,2026-01-25
25812,18251,0.19,2026-01-25
25813,1339,0.10,2026-01-25
25814,22267,0.23,2026-01-25
25815,13979,0.22,2026-01-25
25816,4934,0.68,2026-01-25
25817,11749,1.62,2026-01-25
25818,22448,2.68,2026-01-25
25819,26393,15.77,2026-01-25
25820,22147,12.09,2026-01-25
25821,3357,660.64,2026-01-25
25822,18952,1.76,2026-01-25
25823,8374,2.07,2026-01-25
25824,3281,3.65,2026-01-25
25825,6189,1.37,2026-01-25
25826,8236,2.75,2026-01-25
25827,4257,1.11,2026-01-25
25828,10229,3.78,2026-01-25
25829,7768,2.99,2026-01-25
25830,26027,1.43,2026-01-25
25831,10318,2.43,2026-01-25
25832,10776,8.69,2026-01-25
25833,23551,5.48,2026-01-25
25834,16016,11.55,2026-01-25
25835,2095,5.28,2026-01-25
25836,4491,23.54,2026-01-25
25837,18901,7.28,2026-01-25
25838,27016,5.46,2026-01-25
25839,15984,3.86,2026-01-25
25840,3969,3.04,2026-01-25
25841,11581,3.66,2026-01-25
25842,18813,2.87,2026-01-25
25843,22588,5.03,2026-01-25
25844,12537,4.10,2026-01-25
25845,20834,3.55,2026-01-25
25846,26718,3.91,2026-01-25
25847,6065,14.22,2026-01-25
25848,2979,5.17,2026-01-25
25849,25268,2.08,2026-01-25
25850,22509,2.16,2026-01-25
25851,13579,2.12,2026-01-25
25852,24978,1.83,2026-01-25
25853,17100,1.79,2026-01-25
25854,5780,1.57,2026-01-25
25855,24334,17.54,2026-01-25
25856,13670,1.85,2026-01-25
25857,16978,25.37,2026-01-25
25858,11403,34.76,2026-01-25
25859,16,1.94,2026-01-25
25860,22166,3.17,2026-01-25
25861,7850,1.58,2026-01-25
25862,14765,12.40,2026-01-25
25863,13651,1.41,2026-01-25
25864,24657,4.09,2026-01-25
25865,25570,7.85,2026-01-25
25866,13864,3.54,2026-01-25
25867,16945,5.47,2026-01-25
25868,25867,65.42,2026-01-25
25869,16935,74.12,2026-01-25
25870,16744,8.04,2026-01-25
25871,21624,6.65,2026-01-25
25872,4872,7.82,2026-01-25
25873,13852,4.20,2026-01-25
25874,21758,8.41,2026-01-25
25875,13166,2.81,2026-01-25
25876,25032,7.83,2026-01-25
25877,25940,1.70,2026-01-25
25878,2378,1.50,2026-01-25
25879,11961,8.83,2026-01-25
25880,21030,1.65,2026-01-25
25881,3764,15.86,2026-01-25
25882,9021,20.20,2026-01-25
25883,4980,0.15,2026-01-25
25884,19318,0.08,2026-01-25
25885,15773,0.16,2026-01-25
25886,20754,0.10,2026-01-25
25887,14221,0.17,2026-01-25
25888,548,0.05,2026-01-25
25889,7114,0.18,2026-01-25
25890,19109,0.14,2026-01-25
25891,10771,0.17,2026-01-25
25892,15591,0.07,2026-01-25
25893,12981,0.09,2026-01-25
25894,19575,0.17,2026-01-25
25895,386,0.70,2026-01-25
25896,23961,1.04,2026-01-25
25897,2704,0.06,2026-01-25
25898,10127,0.14,2026-01-25
25899,3504,0.30,2026-01-25
25900,7767,0.13,2026-01-25
25901,17180,0.06,2026-01-25
25902,15036,0.16,2026-01-25
25903,10499,0.10,2026-01-25
25904,7578,0.23,2026-01-25
25905,13637,0.12,2026-01-25
25906,4281,0.05,2026-01-25
25907,11649,0.28,2026-01-25
25908,11134,0.09,2026-01-25
25909,865,0.59,2026-01-25
25910,17332,0.46,2026-01-25
25911,23904,0.11,2026-01-25
25912,6092,0.24,2026-01-25
25913,6009,0.16,2026-01-25
25914,3916,0.35,2026-01-25
25915,2871,0.13,2026-01-25
25916,10206,0.24,2026-01-25
25917,26534,0.39,2026-01-25
25918,3460,0.17,2026-01-25
25919,15264,0.07,2026-01-25
25920,17668,0.21,2026-01-25
25921,8645,0.32,2026-01-25
25922,18459,0.24,2026-01-25
25923,26774,0.30,2026-01-25
25924,23429,0.13,2026-01-25
25925,4516,0.85,2026-01-25
25926,18989,0.19,2026-01-25
25927,20581,0.07,2026-01-25
25928,17462,0.17,2026-01-25
25929,4524,0.12,2026-01-25
25930,14723,0.33,2026-01-25
25931,22743,0.16,2026-01-25
25932,5529,0.14,2026-01-25
25933,6841,0.06,2026-01-25
25934,23402,0.24,2026-01-25
25935,9351,0.10,2026-01-25
25936,11188,0.07,2026-01-25
25937,24720,0.19,2026-01-25
25938,6365,0.07,2026-01-25
25939,14655,0.19,2026-01-25
25940,3543,0.15,2026-01-25
25941,18732,0.36,2026-01-25
25942,18826,0.92,2026-01-25
25943,13734,1.55,2026-01-25
25944,19182,0.77,2026-01-25
25945,8272,0.49,2026-01-25
25946,24910,0.30,2026-01-25
25947,24284,0.18,2026-01-25
25948,24081,0.07,2026-01-25
25949,19046,0.10,2026-01-25
25950,5848,0.17,2026-01-25
25951,2805,0.19,2026-01-25
25952,22625,0.07,2026-01-25
25953,16734,0.26,2026-01-25
25954,14266,0.14,2026-01-25
25955,20408,0.15,2026-01-25
25956,14735,0.08,2026-01-25
25957,108,0.07,2026-01-25
25958,7747,0.15,2026-01-25
25959,21092,0.15,2026-01-25
25960,25328,0.30,2026-01-25
25961,8152,0.06,2026-01-25
25962,9320,0.12,2026-01-25
25963,17339,0.24,2026-01-25
25964,5689,0.12,2026-01-25
25965,8576,0.13,2026-01-25
25966,13959,0.24,2026-01-25
25967,26327,0.12,2026-01-25
25968,7997,0.03,2026-01-25
25969,14461,0.06,2026-01-25
25970,20119,0.17,2026-01-25
25971,3538,0.42,2026-01-25
25972,5754,0.26,2026-01-25
25973,6941,0.22,2026-01-25
25974,22393,0.17,2026-01-25
25975,9759,0.13,2026-01-25
25976,24495,0.04,2026-01-25
25977,13512,0.13,2026-01-25
25978,13078,0.05,2026-01-25
25979,9225,0.12,2026-01-25
25980,181,0.06,2026-01-25
25981,15565,0.16,2026-01-25
25982,4654,0.11,2026-01-25
25983,25330,0.09,2026-01-25
25984,3498,0.24,2026-01-25
25985,6266,0.12,2026-01-25
25986,16869,0.29,2026-01-25
25987,5793,0.59,2026-01-25
25988,22613,1.31,2026-01-25
25989,256,1.11,2026-01-25
25990,22090,0.08,2026-01-25
25991,13343,0.23,2026-01-25
25992,160,0.58,2026-01-25
25993,2955,0.13,2026-01-25
25994,13865,0.15,2026-01-25
25995,21501,0.21,2026-01-25
25996,19721,0.08,2026-01-25
25997,18694,0.18,2026-01-25
25998,1388,0.14,2026-01-25
25999,9571,0.23,2026-01-25
26000,522,0.76,2026-01-25
26001,8101,1.13,2026-01-25
26002,24352,0.25,2026-01-25
26003,21800,0.11,2026-01-25
26004,7853,0.40,2026-01-25
26005,14666,0.14,2026-01-25
26006,10765,0.17,2026-01-25
26007,1200,0.43,2026-01-25
26008,14470,0.64,2026-01-25
26009,17937,1.06,2026-01-25
26010,20363,0.12,2026-01-25
26011,922,0.04,2026-01-25
26012,7346,0.17,2026-01-25
26013,8623,0.26,2026-01-25
26014,19619,0.06,2026-01-25
26015,16774,0.26,2026-01-25
26016,26344,0.07,2026-01-25
26017,13406,0.29,2026-01-25
26018,15748,0.07,2026-01-25
26019,1030,0.18,2026-01-25
26020,8876,0.23,2026-01-25
26021,11259,0.10,2026-01-25
26022,14130,0.21,2026-01-25
26023,15298,0.25,2026-01-25
26024,15954,0.05,2026-01-25
26025,11833,0.25,2026-01-25
26026,859,0.10,2026-01-25
26027,16396,0.37,2026-01-25
26028,13110,0.14,2026-01-25
26029,652,0.36,2026-01-25
26030,14245,0.23,2026-01-25
26031,6759,0.11,2026-01-25
26032,6005,0.28,2026-01-25
26033,25167,0.12,2026-01-25
26034,3172,0.16,2026-01-25
26035,309,0.07,2026-01-25
26036,3186,0.18,2026-01-25
26037,10522,0.12,2026-01-25
26038,10120,0.09,2026-01-25
26039,15716,0.16,2026-01-25
26040,25840,0.24,2026-01-25
26041,6534,0.11,2026-01-25
26042,19961,0.16,2026-01-25
26043,23963,0.06,2026-01-25
26044,6828,0.17,2026-01-25
26045,2092,0.29,2026-01-25
26046,20351,0.74,2026-01-25
26047,6995,0.05,2026-01-25
26048,7201,0.16,2026-01-25
26049,14133,0.07,2026-01-25
26050,20505,0.18,2026-01-25
26051,26304,0.09,2026-01-25
26052,13420,0.26,2026-01-25
26053,17156,0.13,2026-01-25
26054,16166,0.04,2026-01-25
26055,21542,0.13,2026-01-25
26056,7623,0.24,2026-01-25
26057,16269,0.17,2026-01-25
26058,13970,0.29,2026-01-25
26059,21490,0.24,2026-01-25
26060,8079,0.25,2026-01-25
26061,22113,0.07,2026-01-25
26062,26868,0.13,2026-01-25
26063,20736,0.12,2026-01-25
26064,24774,0.11,2026-01-25
26065,22073,0.15,2026-01-25
26066,27041,0.07,2026-01-25
26067,18727,0.16,2026-01-25
26068,25478,0.05,2026-01-25
26069,21819,0.61,2026-01-25
26070,8914,0.16,2026-01-25
26071,18678,0.04,2026-01-25
26072,16814,0.16,2026-01-25
26073,9421,0.08,2026-01-25
26074,9185,0.22,2026-01-25
26075,14938,0.29,2026-01-25
26076,17108,0.32,2026-01-25
26077,16920,0.09,2026-01-25
26078,12985,0.07,2026-01-25
26079,19748,0.14,2026-01-25
26080,22481,0.62,2026-01-25
26081,22984,0.04,2026-01-25
26082,5901,0.14,2026-01-25
26083,11571,0.05,2026-01-25
26084,20690,0.26,2026-01-25
26085,6211,0.16,2026-01-25
26086,13638,0.05,2026-01-25
26087,19490,0.04,2026-01-25
26088,12927,0.12,2026-01-25
26089,17764,0.25,2026-01-25
26090,26647,0.17,2026-01-25
26091,13915,0.07,2026-01-25
26092,180,0.27,2026-01-25
26093,16478,0.26,2026-01-25
26094,10906,0.07,2026-01-25
26095,24413,0.15,2026-01-25
26096,12493,0.11,2026-01-25
26097,15187,0.18,2026-01-25
26098,23102,0.07,2026-01-25
26099,15151,0.16,2026-01-25
26100,15393,0.07,2026-01-25
26101,16062,0.24,2026-01-25
26102,4904,0.30,2026-01-25
26103,9136,0.78,2026-01-25
26104,24760,0.10,2026-01-25
26105,11720,0.04,2026-01-25
26106,25544,0.14,2026-01-25
26107,1007,0.07,2026-01-25
26108,13283,0.12,2026-01-25
26109,11466,0.04,2026-01-25
26110,21213,0.12,2026-01-25
26111,7095,0.05,2026-01-25
26112,20494,0.12,2026-01-25
26113,26230,0.26,2026-01-25
26114,15007,0.11,2026-01-25
26115,16181,0.23,2026-01-25
26116,13860,0.07,2026-01-25
26117,1780,0.17,2026-01-25
26118,5250,0.68,2026-01-25
26119,555,0.10,2026-01-25
26120,19626,0.23,2026-01-25
26121,12748,0.14,2026-01-25
26122,5271,0.20,2026-01-25
26123,22766,0.53,2026-01-25
26124,20554,0.74,2026-01-25
26125,4896,0.05,2026-01-25
26126,6687,0.11,2026-01-25
26127,11949,0.30,2026-01-25
26128,2822,0.10,2026-01-25
26129,6341,0.31,2026-01-25
26130,19112,0.14,2026-01-25
26131,21496,0.59,2026-01-25
26132,11568,1.13,2026-01-25
26133,21437,0.05,2026-01-25
26134,21385,0.16,2026-01-25
26135,26109,7.53,2026-01-25
26136,2731,3.46,2026-01-25
26137,10295,1.80,2026-01-25
26138,1421,0.16,2026-01-25
26139,1360,0.10,2026-01-25
26140,18508,0.15,2026-01-25
26141,25472,0.07,2026-01-25
26142,20112,0.17,2026-01-25
26143,23137,0.16,2026-01-25
26144,24860,0.11,2026-01-25
26145,21653,0.16,2026-01-25
26146,14619,0.06,2026-01-25
26147,561,0.18,2026-01-25
26148,26192,0.09,2026-01-25
26149,16141,0.16,2026-01-25
26150,10365,0.26,2026-01-25
26151,22903,0.26,2026-01-25
26152,22284,0.07,2026-01-25
26153,14707,0.15,2026-01-25
26154,21109,0.24,2026-01-25
26155,23157,0.19,2026-01-25
26156,24785,0.06,2026-01-25
26157,13017,0.15,2026-01-25
26158,659,0.05,2026-01-25
26159,27043,0.12,2026-01-25
26160,14812,0.14,2026-01-25
26161,4748,0.08,2026-01-25
26162,26701,0.08,2026-01-25
26163,2654,0.19,2026-01-25
26164,11052,0.20,2026-01-25
26165,19931,0.30,2026-01-25
26166,23688,0.09,2026-01-25
26167,20506,0.23,2026-01-25
26168,22128,0.13,2026-01-25
26169,9545,0.08,2026-01-25
26170,13870,0.05,2026-01-25
26171,5590,0.15,2026-01-25
26172,21810,0.19,2026-01-25
26173,14527,0.04,2026-01-25
26174,15121,0.14,2026-01-25
26175,6567,0.05,2026-01-25
26176,25395,0.13,2026-01-25
26177,22442,0.05,2026-01-25
26178,6315,0.12,2026-01-25
26179,22617,0.04,2026-01-25
26180,4496,0.07,2026-01-25
26181,2111,0.24,2026-01-25
26182,21852,0.07,2026-01-25
26183,22436,0.20,2026-01-25
26184,12321,0.07,2026-01-25
26185,1529,0.14,2026-01-25
26186,11981,0.04,2026-01-25
26187,5325,0.14,2026-01-25
26188,19179,0.17,2026-01-25
26189,23810,0.08,2026-01-25
26190,9240,0.08,2026-01-25
26191,3562,0.17,2026-01-25
26192,26289,0.06,2026-01-25
26193,2089,0.20,2026-01-25
26194,881,1.78,2026-01-25
26195,16959,1.59,2026-01-25
26196,15652,4.88,2026-01-25
26197,21724,7.27,2026-01-25
26198,25579,1.77,2026-01-25
26199,11160,1.94,2026-01-25
26200,10430,2.93,2026-01-25
26201,3443,19.68,2026-01-25
26202,10857,1.76,2026-01-25
26203,16767,2.86,2026-01-25
26204,13790,1.31,2026-01-25
26205,20599,7.35,2026-01-25
26206,796,1.55,2026-01-25
26207,12477,2.13,2026-01-25
26208,12124,16.47,2026-01-25
26209,4059,13.96,2026-01-25
26210,9265,355.03,2026-01-25
26211,14778,5.72,2026-01-25
26212,1560,2.99,2026-01-25
26213,11572,5.46,2026-01-25
26214,17022,4.83,2026-01-25
26215,7089,1.28,2026-01-25
26216,1423,3.55,2026-01-25
26217,9456,11.96,2026-01-25
26218,26288,4.38,2026-01-25
26219,12913,2.27,2026-01-25
26220,615,5.74,2026-01-25
26221,16736,16.09,2026-01-25
26222,6952,7.66,2026-01-25
26223,26322,8.10,2026-01-25
26224,10265,6.18,2026-01-25
26225,17422,6.60,2026-01-25
26226,447,34.79,2026-01-25
26227,22015,3.67,2026-01-25
26228,3650,4.47,2026-01-25
26229,9815,5.22,2026-01-25
26230,19287,3.84,2026-01-25
26231,20521,17.85,2026-01-25
26232,5473,3.77,2026-01-25
26233,13566,4.09,2026-01-25
26234,7793,5.28,2026-01-25
26235,8516,19.60,2026-01-25
26236,16518,5.58,2026-01-25
26237,25059,2.32,2026-01-25
26238,12880,1.85,2026-01-25
26239,1728,1.57,2026-01-25
26240,19672,3.42,2026-01-25
26241,10290,4.68,2026-01-25
26242,15102,2.79,2026-01-25
26243,21791,1.72,2026-01-25
26244,23234,5.57,2026-01-25
26245,1874,1.13,2026-01-25
26246,7221,2.51,2026-01-25
26247,11224,1.03,2026-01-25
26248,23395,2.34,2026-01-25
26249,12721,2.56,2026-01-25
26250,21776,4.03,2026-01-25
26251,6764,3.82,2026-01-25
26252,7016,14.59,2026-01-25
26253,9683,22.26,2026-01-25
26254,12809,26.27,2026-01-25
26255,3824,8.27,2026-01-25
26256,3258,9.22,2026-01-25
26257,22374,9.43,2026-01-25
26258,15533,7.23,2026-01-25
26259,24798,99.69,2026-01-25
26260,19540,9.51,2026-01-25
26261,20809,14.64,2026-01-25
26262,15368,8.77,2026-01-25
26263,20517,1.59,2026-01-25
26264,24311,3.07,2026-01-25
26265,164,3.50,2026-01-25
26266,7964,2.50,2026-01-25
26267,16781,1.72,2026-01-25
26268,21076,18.83,2026-01-25
26269,19341,2.60,2026-01-25
26270,24302,28.37,2026-01-25
26271,18516,4.26,2026-01-25
26272,2541,3.42,2026-01-25
26273,5370,0.58,2026-01-25
26274,24690,21.11,2026-01-25
26275,26012,0.99,2026-01-25
26276,24926,1.90,2026-01-25
26277,17626,0.40,2026-01-25
26278,22272,0.28,2026-01-25
26279,19658,0.38,2026-01-25
26280,25106,0.54,2026-01-25
26281,21504,0.74,2026-01-25
26282,11037,2.07,2026-01-25
26283,16237,1.43,2026-01-25
26284,17167,3.06,2026-01-25
26285,16862,1.93,2026-01-25
26286,12826,0.77,2026-01-25
26287,25135,0.85,2026-01-25
26288,17151,2.31,2026-01-25
26289,17327,33.29,2026-01-25
26290,21104,41.56,2026-01-25
26291,16293,60.80,2026-01-25
26292,5314,0.87,2026-01-25
26293,10151,3.66,2026-01-25
26294,10581,2.10,2026-01-25
26295,19669,1.36,2026-01-25
26296,1117,4.80,2026-01-25
26297,11651,5.08,2026-01-25
26298,12877,27.41,2026-01-25
26299,20411,36.27,2026-01-25
26300,23033,1.09,2026-01-25
26301,22355,20.65,2026-01-25
26302,6256,0.21,2026-01-25
26303,192,0.33,2026-01-25
26304,21684,0.75,2026-01-25
26305,1701,0.82,2026-01-25
26306,6094,0.78,2026-01-25
26307,16257,0.55,2026-01-25
26308,23837,1.34,2026-01-25
26309,4489,1.08,2026-01-25
26310,15180,0.22,2026-01-25
26311,25434,0.50,2026-01-25
26312,25452,0.40,2026-01-25
26313,24673,0.89,2026-01-25
26314,22688,0.58,2026-01-25
26315,1819,0.30,2026-01-25
26316,14844,4.31,2026-01-25
26317,23232,0.23,2026-01-25
26318,26159,0.26,2026-01-25
26319,17642,0.25,2026-01-25
26320,11245,0.24,2026-01-25
26321,6943,0.19,2026-01-25
26322,14137,0.24,2026-01-25
26323,20516,0.27,2026-01-25
26324,1773,0.74,2026-01-25
26325,19343,0.09,2026-01-25
26326,13001,0.30,2026-01-25
26327,26341,0.06,2026-01-25
26328,4341,0.29,2026-01-25
26329,1441,0.11,2026-01-25
26330,17361,0.25,2026-01-25
26331,4440,0.09,2026-01-25
26332,19674,0.27,2026-01-25
26333,1965,0.09,2026-01-25
26334,26811,0.21,2026-01-25
26335,18075,0.07,2026-01-25
26336,10247,0.30,2026-01-25
26337,6375,0.19,2026-01-25
26338,13103,0.06,2026-01-25
26339,22441,0.05,2026-01-25
26340,20378,0.23,2026-01-25
26341,24301,0.20,2026-01-25
26342,484,0.09,2026-01-25
26343,25804,0.08,2026-01-25
26344,19870,0.25,2026-01-25
26345,7330,0.06,2026-01-25
26346,20310,0.23,2026-01-25
26347,25096,0.26,2026-01-25
26348,15212,0.05,2026-01-25
26349,21554,1.46,2026-01-25
26350,12608,1.88,2026-01-25
26351,26880,0.25,2026-01-25
26352,25998,0.06,2026-01-25
26353,15347,0.25,2026-01-25
26354,15541,0.27,2026-01-25
26355,2370,0.41,2026-01-25
26356,25410,0.53,2026-01-25
26357,2036,4.49,2026-01-25
26358,7288,8.53,2026-01-25
26359,25914,7.83,2026-01-25
26360,14762,0.36,2026-01-25
26361,17936,0.39,2026-01-25
26362,723,0.68,2026-01-25
26363,2680,1.25,2026-01-25
26364,22696,0.28,2026-01-25
26365,12501,0.06,2026-01-25
26366,22230,0.30,2026-01-25
26367,15934,0.13,2026-01-25
26368,15564,0.25,2026-01-25
26369,737,0.33,2026-01-25
