issue_id,series_id,issue_number,title,publish_date,cover_price,page_count,notes
2365,21,597,Resurgence of Stone,2019-10-14,0.2,24,Low distribution; considered scarce.
2366,127,555,Chaos of Voss,2024-08-21,2.5,48,Controversial issue banned in three states.
2367,78,208,Rising of Crane,1947-10-27,4.99,24,Double-sized anniversary issue.
2368,29,416,Descent of Nash,1949-01-21,2.99,48,Contains bonus pin-up gallery.
2369,21,240,Nemesis of Steele,2022-04-19,0.15,100,Double-sized anniversary issue.
2370,202,371,Dawn of Burns,2019-01-12,1.25,40,Low distribution; considered scarce.
2371,19,442,Nemesis of Stone,1981-11-21,1.25,100,High print run; common in collections.
2372,116,427,Inferno of Morgan,1959-05-14,1.25,100,Direct edition only; no newsstand version.
2373,86,195,Fallen of Cross,2018-05-08,2.5,32,Direct edition only; no newsstand version.
2374,61,303,Fallen of Holt,1979-12-26,0.5,48,Controversial issue banned in three states.
2375,176,273,Fallen of Kane,2011-10-19,0.12,80,Contains bonus pin-up gallery.
2376,51,418,Fallen of Vale,2022-12-20,1.25,28,Reprints classic story with new framing pages.
2377,293,270,Revelation of Stone,2016-04-06,1.5,36,Controversial issue banned in three states.
2378,145,192,Inferno of Drake,2020-03-02,1.95,80,High print run; common in collections.
2379,116,267,Uprising of Drake,1955-10-03,0.75,28,Landmark story milestone.
2380,188,542,Oblivion of Ward,2015-12-21,0.1,44,Low distribution; considered scarce.
2381,190,798,Nemesis of Hunt,2023-03-28,1,64,Part of a crossover event.
2382,233,601,Chaos of Flynn,2018-04-02,0.5,44,High print run; common in collections.
2383,224,578,Oblivion of Holt,2008-08-17,2.5,48,Reprints classic story with new framing pages.
2384,258,66,Legacy of Stone,1987-07-29,1,32,Landmark story milestone.
2385,91,293,Inferno of Morgan,2021-11-06,0.1,100,Part of a crossover event.
2386,157,90,Eclipse of Cross,2021-06-04,2.5,100,Controversial issue banned in three states.
2387,166,590,Nemesis of Ward,2012-04-20,1.25,64,Controversial issue banned in three states.
2388,58,14,Fracture of Holt,2001-06-27,0.25,36,Part of a crossover event.
2389,61,186,Nemesis of Kane,1983-12-17,1.25,24,Low distribution; considered scarce.
2390,279,201,Revelation of Cross,1967-02-02,2.99,28,Low distribution; considered scarce.
2391,163,219,Dawn of Fox,1954-06-19,2.99,36,Contains bonus pin-up gallery.
2392,116,698,Reckoning of Morgan,1954-03-04,0.2,64,Double-sized anniversary issue.
2393,183,146,Rising of Voss,1946-09-30,1.95,80,Contains bonus pin-up gallery.
2394,48,326,Convergence of Stone,1986-08-07,1.95,40,Controversial issue banned in three states.
2395,222,472,Chaos of Holt,2011-09-04,4.99,24,Landmark story milestone.
2396,255,659,Convergence of Morgan,1946-03-05,2.99,44,Controversial issue banned in three states.
2397,114,474,Fracture of Steele,1972-12-22,2.99,48,Part of a crossover event.
2398,209,200,Fracture of Morgan,1982-11-23,0.2,40,Key first appearance issue.
2399,24,718,Inferno of Steele,1971-07-12,3.99,80,Landmark story milestone.
2400,13,334,Resurgence of Drake,2004-12-19,0.12,24,Controversial issue banned in three states.
2401,248,747,Fallen of Voss,2011-12-31,1.25,32,Part of a crossover event.
2402,238,123,Legacy of Morgan,1951-03-10,1.25,36,Reprints classic story with new framing pages.
2403,64,782,Nemesis of Cole,2011-10-06,0.15,64,Controversial issue banned in three states.
2404,18,125,Uprising of Ward,2016-03-23,1.95,44,Controversial issue banned in three states.
2405,266,181,Reckoning of Price,1955-07-13,0.35,100,Contains bonus pin-up gallery.
2406,127,131,Inferno of Price,2015-09-18,1.95,36,High print run; common in collections.
2407,76,155,Fracture of Vale,1980-07-31,0.5,80,Reprints classic story with new framing pages.
2408,90,295,Inferno of Stark,1977-01-24,0.75,44,High print run; common in collections.
2409,67,434,Legacy of Voss,2014-07-17,1.95,24,Contains bonus pin-up gallery.
2410,204,51,Descent of Fox,1987-01-21,0.12,80,Controversial issue banned in three states.
2411,200,510,Rising of Cole,2009-06-20,0.35,36,Direct edition only; no newsstand version.
2412,20,15,Oblivion of Kane,1942-06-05,0.25,48,Landmark story milestone.
2413,182,567,Revelation of Grant,2010-11-07,0.35,28,Contains bonus pin-up gallery.
2414,223,547,Chaos of Ward,1966-11-18,4.99,36,Part of a crossover event.
2415,227,135,Fallen of Stone,1953-10-13,0.5,32,Controversial issue banned in three states.
2416,83,521,Reckoning of Kane,2020-12-29,1.25,40,Controversial issue banned in three states.
2417,178,687,Reborn of Steele,1994-04-05,0.35,32,Part of a crossover event.
2418,208,387,Convergence of Price,1949-02-16,1.5,36,Part of a crossover event.
2419,26,249,Oblivion of Vale,2017-03-08,0.15,28,Double-sized anniversary issue.
2420,29,407,Oblivion of Holt,1948-07-10,0.2,36,Key first appearance issue.
2421,249,323,Revelation of Grant,2023-07-03,1.25,28,Double-sized anniversary issue.
2422,166,14,Shadows of Vale,1992-04-27,2.5,32,Direct edition only; no newsstand version.
2423,30,294,Nemesis of Vale,2014-05-30,4.99,44,Direct edition only; no newsstand version.
2424,33,749,Chaos of Stark,1982-10-05,0.12,44,Part of a crossover event.
2425,129,75,Convergence of Voss,1999-07-06,1.95,28,Direct edition only; no newsstand version.
2426,138,80,Reborn of Flynn,1951-06-18,1.5,48,Low distribution; considered scarce.
2427,9,687,Shadows of Hunt,1979-10-10,2.5,100,High print run; common in collections.
2428,165,561,Oblivion of Nash,1981-07-12,0.35,24,Contains bonus pin-up gallery.
2429,1,19,Chaos of Cross,1985-04-20,2.99,32,Key first appearance issue.
2430,37,99,Fallen of Voss,1993-04-03,0.25,40,Landmark story milestone.
2431,104,250,Legacy of Price,2018-10-27,2.5,64,Double-sized anniversary issue.
2432,291,416,Dawn of Hunt,1973-05-12,4.99,36,Landmark story milestone.
2433,85,503,Oblivion of Vale,2015-02-15,0.15,100,Controversial issue banned in three states.
2434,68,668,Nemesis of Morgan,1987-04-13,3.99,44,Reprints classic story with new framing pages.
2435,272,637,Oblivion of Grant,2010-12-27,2.99,44,High print run; common in collections.
2436,107,702,Reborn of Burns,2003-02-25,0.5,28,Reprints classic story with new framing pages.
2437,47,789,Nemesis of Flynn,1979-07-14,1.25,36,Key first appearance issue.
2438,263,653,Eclipse of Cross,2016-11-16,0.75,28,Controversial issue banned in three states.
2439,24,124,Reborn of Voss,1968-11-20,1.95,24,Part of a crossover event.
2440,249,279,Vendetta of Hunt,2020-03-28,3.99,40,Contains bonus pin-up gallery.
2441,4,52,Reckoning of Steele,1974-12-30,2.99,80,Contains bonus pin-up gallery.
2442,203,317,Descent of Crane,2007-09-26,4.99,48,Low distribution; considered scarce.
2443,294,608,Fracture of Burns,2015-01-09,0.15,48,High print run; common in collections.
2444,198,437,Dawn of Holt,1979-03-07,1.5,24,Key first appearance issue.
2445,209,362,Eclipse of Vale,1987-12-01,4.99,36,Key first appearance issue.
2446,198,579,Legacy of Price,1972-06-08,0.35,64,Contains bonus pin-up gallery.
2447,41,651,Reborn of Nash,1993-12-06,0.25,100,Direct edition only; no newsstand version.
2448,115,211,Dawn of Nash,1975-10-22,3.99,24,Controversial issue banned in three states.
2449,189,113,Convergence of Cole,2021-12-03,0.35,64,Direct edition only; no newsstand version.
2450,106,307,Revelation of Voss,2003-10-14,1.5,100,Low distribution; considered scarce.
2451,269,574,Reborn of Flynn,2009-12-03,2.5,44,Low distribution; considered scarce.
2452,212,446,Revelation of Burns,2002-12-25,1.5,40,Low distribution; considered scarce.
2453,114,727,Chaos of Voss,1969-11-23,1.25,100,Landmark story milestone.
2454,203,618,Reborn of Vale,2019-07-17,0.75,40,Low distribution; considered scarce.
2455,297,292,Revelation of Hunt,1945-01-20,1,48,Low distribution; considered scarce.
2456,9,778,Descent of Cross,1978-10-17,0.25,36,Key first appearance issue.
2457,169,431,Fallen of Price,2014-06-14,4.99,36,Reprints classic story with new framing pages.
2458,273,790,Resurgence of Hunt,1996-08-23,1,28,High print run; common in collections.
2459,81,9,Reborn of Fox,2008-02-29,0.25,24,Controversial issue banned in three states.
2460,59,780,Dawn of Stark,2010-06-23,1.5,40,Double-sized anniversary issue.
2461,179,294,Legacy of Nash,1999-08-24,1.5,64,Reprints classic story with new framing pages.
2462,68,129,Dawn of Vale,2017-10-10,0.1,24,Low distribution; considered scarce.
2463,143,444,Vendetta of Ward,1990-03-06,0.15,32,Reprints classic story with new framing pages.
2464,115,56,Reckoning of Steele,1997-10-30,1.95,28,Controversial issue banned in three states.
2465,59,752,Fracture of Flynn,1998-02-25,2.5,44,Double-sized anniversary issue.
2466,201,339,Reborn of Flynn,2009-04-09,4.99,24,Double-sized anniversary issue.
2467,221,588,Shattered of Stone,1983-06-11,0.15,40,Part of a crossover event.
2468,283,194,Chaos of Flynn,1972-05-07,2.5,48,High print run; common in collections.
2469,44,229,Descent of Grant,1953-07-02,1.95,24,High print run; common in collections.
2470,152,196,Legacy of Cross,1971-06-21,0.25,24,High print run; common in collections.
2471,100,469,Vendetta of Cross,1991-12-15,1,48,High print run; common in collections.
2472,56,309,Revelation of Fox,1958-02-08,2.99,80,Direct edition only; no newsstand version.
2473,277,34,Descent of Flynn,1963-04-25,0.25,100,Low distribution; considered scarce.
2474,196,52,Fallen of Voss,1963-01-25,4.99,64,Low distribution; considered scarce.
2475,33,270,Uprising of Drake,1983-08-12,1.25,36,Part of a crossover event.
2476,30,234,Descent of Nash,2006-06-25,0.12,32,Controversial issue banned in three states.
2477,287,288,Legacy of Ward,1958-09-03,1.5,32,Contains bonus pin-up gallery.
2478,173,204,Uprising of Steele,2006-02-25,0.25,100,High print run; common in collections.
2479,5,17,Fallen of Flynn,1969-03-25,2.5,100,Landmark story milestone.
2480,111,11,Revelation of Morgan,1966-04-17,0.75,36,Low distribution; considered scarce.
2481,210,452,Shadows of Kane,1984-01-11,2.99,64,Part of a crossover event.
2482,6,438,Fallen of Stark,1992-10-24,1.95,44,High print run; common in collections.
2483,30,285,Inferno of Stone,2006-11-22,0.12,28,Controversial issue banned in three states.
2484,119,570,Chaos of Stark,2011-01-18,0.35,36,Key first appearance issue.
2485,111,734,Fallen of Drake,1967-01-14,0.25,80,Low distribution; considered scarce.
2486,235,596,Reckoning of Voss,2005-07-11,3.99,32,Controversial issue banned in three states.
2487,68,54,Inferno of Drake,1974-04-04,3.99,48,Low distribution; considered scarce.
2488,280,748,Rising of Stark,2018-10-01,4.99,44,Low distribution; considered scarce.
2489,212,638,Shattered of Cross,1953-07-01,1,24,Direct edition only; no newsstand version.
2490,185,555,Revelation of Grant,2000-03-05,3.99,32,Contains bonus pin-up gallery.
2491,76,518,Shadows of Cross,1988-03-25,0.25,44,Reprints classic story with new framing pages.
2492,21,705,Eclipse of Ward,2024-07-23,2.5,80,Low distribution; considered scarce.
2493,131,743,Fallen of Vale,2001-09-30,4.99,36,High print run; common in collections.
2494,232,788,Shadows of Cross,1992-06-11,0.2,32,Landmark story milestone.
2495,45,123,Resurgence of Fox,1975-03-25,0.12,36,Part of a crossover event.
2496,284,761,Shattered of Drake,2017-03-01,0.15,64,Key first appearance issue.
2497,249,711,Dawn of Vale,2019-04-08,0.25,44,Landmark story milestone.
2498,129,183,Shattered of Flynn,1989-12-03,0.2,64,Landmark story milestone.
2499,89,146,Oblivion of Ward,2015-12-26,1,36,High print run; common in collections.
2500,286,187,Convergence of Morgan,2021-03-11,1.95,40,Controversial issue banned in three states.
2501,74,385,Convergence of Ward,2017-04-07,1.5,40,Reprints classic story with new framing pages.
2502,196,200,Reckoning of Grant,1954-04-25,0.5,36,Low distribution; considered scarce.
2503,151,454,Reckoning of Burns,1973-10-10,4.99,80,Reprints classic story with new framing pages.
2504,298,13,Chaos of Fox,1953-09-16,0.1,32,Key first appearance issue.
2505,192,700,Nemesis of Cole,2000-10-07,1.95,28,Reprints classic story with new framing pages.
2506,161,699,Fracture of Stark,1995-12-31,1,100,Controversial issue banned in three states.
2507,204,650,Uprising of Cross,1994-08-01,1.5,48,High print run; common in collections.
2508,138,464,Oblivion of Stark,1961-08-06,1.5,32,Controversial issue banned in three states.
2509,184,18,Legacy of Voss,1988-10-12,2.5,44,Double-sized anniversary issue.
2510,43,620,Fallen of Morgan,1980-09-19,1.95,100,Controversial issue banned in three states.
2511,78,120,Shadows of Flynn,1952-05-30,2.99,36,Key first appearance issue.
2512,78,324,Reborn of Ward,1953-02-15,0.75,48,High print run; common in collections.
2513,238,662,Legacy of Cross,1950-09-24,1.25,32,Key first appearance issue.
2514,221,78,Eclipse of Holt,1985-02-11,0.1,80,Part of a crossover event.
2515,50,210,Rising of Vale,1955-06-15,0.12,24,Low distribution; considered scarce.
2516,294,230,Convergence of Voss,2015-12-30,0.15,32,Controversial issue banned in three states.
2517,49,79,Inferno of Burns,1977-10-03,0.2,44,Double-sized anniversary issue.
2518,79,557,Legacy of Grant,2010-07-14,4.99,48,Low distribution; considered scarce.
2519,5,782,Reborn of Kane,1966-05-01,1.5,40,Double-sized anniversary issue.
2520,276,399,Vendetta of Burns,1970-04-25,0.25,24,Key first appearance issue.
2521,199,584,Resurgence of Stark,1952-12-26,3.99,80,Contains bonus pin-up gallery.
2522,126,322,Resurgence of Flynn,1984-04-30,2.5,48,Low distribution; considered scarce.
2523,205,794,Rising of Price,2008-06-27,2.99,32,High print run; common in collections.
2524,152,185,Rising of Price,2014-01-28,0.25,48,Controversial issue banned in three states.
2525,92,198,Convergence of Morgan,1949-09-26,1.25,28,Key first appearance issue.
2526,146,627,Chaos of Grant,2018-12-01,0.5,28,Low distribution; considered scarce.
2527,249,582,Rising of Voss,2021-09-24,4.99,100,Contains bonus pin-up gallery.
2528,79,603,Shattered of Price,2009-03-23,1,100,Double-sized anniversary issue.
2529,50,165,Resurgence of Stone,1996-06-19,0.2,80,Key first appearance issue.
2530,30,443,Legacy of Crane,2007-12-02,0.1,32,Key first appearance issue.
2531,32,357,Uprising of Cross,1950-02-14,1.5,36,Double-sized anniversary issue.
2532,203,99,Reckoning of Flynn,2002-06-17,0.12,44,Controversial issue banned in three states.
2533,139,543,Revelation of Grant,2000-12-16,0.1,44,Double-sized anniversary issue.
2534,83,631,Convergence of Hunt,2019-05-06,0.12,24,Contains bonus pin-up gallery.
2535,204,715,Legacy of Cross,1996-12-23,3.99,48,High print run; common in collections.
2536,117,570,Uprising of Cole,2015-12-28,2.5,36,High print run; common in collections.
2537,248,765,Shadows of Cole,2014-07-28,1.5,28,Double-sized anniversary issue.
2538,207,408,Fracture of Kane,2000-12-10,0.75,48,Double-sized anniversary issue.
2539,157,1,Shadows of Stone,2020-04-21,0.25,80,Controversial issue banned in three states.
2540,103,232,Shattered of Steele,1960-02-04,0.2,80,Double-sized anniversary issue.
2541,115,192,Fracture of Price,1978-05-04,0.15,80,Contains bonus pin-up gallery.
2542,167,416,Oblivion of Stark,2015-02-10,2.5,28,Key first appearance issue.
2543,217,645,Inferno of Hunt,2010-10-12,0.35,24,Double-sized anniversary issue.
2544,268,670,Chaos of Vale,1989-02-15,0.15,100,Controversial issue banned in three states.
2545,240,456,Legacy of Kane,2023-05-27,3.99,80,Landmark story milestone.
2546,181,594,Descent of Vale,1994-10-17,1.25,44,Contains bonus pin-up gallery.
2547,92,692,Reckoning of Steele,2008-11-20,2.5,48,Part of a crossover event.
2548,205,394,Convergence of Price,2010-12-27,1.95,100,Landmark story milestone.
2549,71,459,Uprising of Burns,1998-01-15,0.35,44,Part of a crossover event.
2550,115,280,Legacy of Morgan,2001-01-14,3.99,40,Controversial issue banned in three states.
2551,297,623,Reckoning of Fox,1949-08-30,1,64,Controversial issue banned in three states.
2552,211,605,Vendetta of Voss,1985-12-14,3.99,100,Reprints classic story with new framing pages.
2553,203,23,Descent of Morgan,2015-09-24,3.99,40,Contains bonus pin-up gallery.
2554,131,703,Shattered of Hunt,1994-10-15,1.25,48,Low distribution; considered scarce.
2555,39,199,Shattered of Cole,2023-09-02,1.25,28,Direct edition only; no newsstand version.
2556,237,296,Fracture of Cole,2020-05-11,1.5,36,Direct edition only; no newsstand version.
2557,298,547,Rising of Ward,1956-01-07,1.25,100,Double-sized anniversary issue.
2558,15,297,Eclipse of Morgan,2014-12-13,0.35,80,Direct edition only; no newsstand version.
2559,6,176,Rising of Drake,1990-04-30,0.35,48,Controversial issue banned in three states.
2560,235,407,Nemesis of Burns,2004-11-16,0.12,24,Double-sized anniversary issue.
2561,92,548,Chaos of Nash,1967-04-10,0.2,36,Key first appearance issue.
2562,285,587,Descent of Stone,1989-03-17,0.12,44,Contains bonus pin-up gallery.
2563,157,554,Descent of Vale,2021-11-13,4.99,40,Landmark story milestone.
2564,284,426,Revelation of Morgan,2016-12-21,0.25,64,Part of a crossover event.
2565,7,1,Uprising of Drake,1954-01-23,1.95,48,Direct edition only; no newsstand version.
2566,53,798,Shattered of Nash,2009-07-25,0.5,24,Part of a crossover event.
2567,199,100,Descent of Holt,1955-07-27,0.5,64,Double-sized anniversary issue.
2568,151,460,Reborn of Drake,1976-09-08,4.99,24,Landmark story milestone.
2569,272,166,Legacy of Drake,2008-03-05,0.1,28,High print run; common in collections.
2570,219,705,Rising of Drake,1996-05-28,0.75,40,Low distribution; considered scarce.
2571,156,135,Shattered of Price,1967-08-13,0.12,48,Contains bonus pin-up gallery.
2572,141,352,Legacy of Grant,1999-11-04,2.5,44,Controversial issue banned in three states.
2573,155,387,Fallen of Steele,1994-06-08,0.2,44,Part of a crossover event.
2574,224,141,Eclipse of Crane,2013-06-05,0.35,32,Controversial issue banned in three states.
2575,64,340,Revelation of Stone,2002-05-10,1.25,64,Key first appearance issue.
2576,133,315,Oblivion of Ward,2006-08-06,1.25,80,Low distribution; considered scarce.
2577,167,612,Revelation of Price,2017-02-01,2.99,44,Controversial issue banned in three states.
2578,50,238,Descent of Vale,2014-02-01,1.5,24,Contains bonus pin-up gallery.
2579,42,295,Eclipse of Nash,2018-07-16,0.5,28,Controversial issue banned in three states.
2580,29,759,Revelation of Ward,1947-01-07,0.25,32,Landmark story milestone.
2581,35,243,Fallen of Fox,2009-08-25,4.99,32,Direct edition only; no newsstand version.
2582,139,658,Descent of Vale,2014-01-17,1.95,80,Part of a crossover event.
2583,165,333,Convergence of Cross,1982-02-08,1.25,32,Part of a crossover event.
2584,72,104,Nemesis of Kane,1974-01-09,1.5,64,Part of a crossover event.
2585,44,69,Dawn of Flynn,1987-04-01,0.12,80,Key first appearance issue.
2586,186,614,Shadows of Holt,2001-11-02,3.99,64,Low distribution; considered scarce.
2587,138,236,Inferno of Stone,1987-04-24,1.95,32,Low distribution; considered scarce.
2588,225,750,Vendetta of Kane,1996-09-22,3.99,28,Part of a crossover event.
2589,298,720,Reborn of Fox,1953-05-14,0.5,40,Low distribution; considered scarce.
2590,105,342,Revelation of Stark,2019-03-17,0.1,36,High print run; common in collections.
2591,64,432,Shadows of Voss,2011-10-08,0.5,36,Double-sized anniversary issue.
2592,94,39,Resurgence of Stark,2008-10-15,0.35,80,Landmark story milestone.
2593,181,492,Descent of Stark,1983-10-23,0.5,24,Low distribution; considered scarce.
2594,285,189,Eclipse of Voss,1984-07-03,1.5,32,Landmark story milestone.
2595,228,314,Legacy of Flynn,2019-01-07,0.5,44,High print run; common in collections.
2596,248,52,Rising of Cole,2015-09-28,0.2,44,Direct edition only; no newsstand version.
2597,245,300,Chaos of Ward,1987-06-08,4.99,28,Contains bonus pin-up gallery.
2598,227,167,Reborn of Ward,1958-12-30,0.15,40,High print run; common in collections.
2599,108,406,Fallen of Hunt,1952-07-24,1,48,Direct edition only; no newsstand version.
2600,135,54,Shattered of Hunt,2020-10-30,0.1,24,Landmark story milestone.
2601,25,610,Descent of Flynn,2001-10-02,4.99,36,Reprints classic story with new framing pages.
2602,9,240,Eclipse of Cross,1978-12-01,0.2,28,Double-sized anniversary issue.
2603,210,535,Vendetta of Burns,2001-07-13,0.35,40,Direct edition only; no newsstand version.
2604,142,527,Resurgence of Burns,2010-07-06,3.99,100,Part of a crossover event.
2605,225,575,Inferno of Stark,1980-08-28,1.5,100,Part of a crossover event.
2606,267,531,Rising of Hunt,1950-06-02,0.12,32,Controversial issue banned in three states.
2607,37,764,Reborn of Fox,1990-10-15,0.15,32,Low distribution; considered scarce.
2608,271,193,Shattered of Fox,1952-01-12,0.15,64,Key first appearance issue.
2609,169,542,Vendetta of Holt,2018-01-16,1.5,28,Low distribution; considered scarce.
2610,106,509,Convergence of Cole,2003-10-09,2.5,80,Landmark story milestone.
2611,43,744,Uprising of Morgan,1984-05-07,0.5,80,Double-sized anniversary issue.
2612,175,445,Descent of Kane,1980-06-07,0.15,100,High print run; common in collections.
2613,252,82,Chaos of Flynn,1969-01-31,0.1,24,Reprints classic story with new framing pages.
2614,294,171,Rising of Fox,2017-01-25,3.99,100,Key first appearance issue.
2615,190,152,Descent of Crane,2021-07-16,2.99,100,High print run; common in collections.
2616,114,383,Shadows of Flynn,1981-06-17,0.1,64,Key first appearance issue.
2617,164,130,Nemesis of Morgan,2003-05-18,0.2,28,Reprints classic story with new framing pages.
2618,124,599,Shadows of Morgan,1958-08-29,0.75,80,Controversial issue banned in three states.
2619,294,315,Fallen of Flynn,2015-04-27,1.95,28,High print run; common in collections.
2620,219,588,Dawn of Cole,1966-10-16,1.5,80,Landmark story milestone.
2621,258,126,Dawn of Burns,1995-02-01,1.5,24,Controversial issue banned in three states.
2622,154,732,Fracture of Stone,2000-07-08,2.5,28,Part of a crossover event.
2623,272,211,Nemesis of Ward,2009-04-04,0.25,64,Landmark story milestone.
2624,112,358,Resurgence of Price,2008-12-02,2.5,100,High print run; common in collections.
2625,108,248,Shattered of Drake,1949-12-24,0.1,44,Double-sized anniversary issue.
2626,165,93,Inferno of Burns,1981-05-31,3.99,36,Landmark story milestone.
2627,172,385,Revelation of Hunt,1982-08-27,4.99,100,Controversial issue banned in three states.
2628,183,119,Rising of Ward,1950-10-11,1.25,36,Direct edition only; no newsstand version.
2629,22,521,Revelation of Stark,1964-01-05,4.99,32,Contains bonus pin-up gallery.
2630,15,558,Shattered of Crane,2012-07-21,2.5,48,Key first appearance issue.
2631,176,303,Convergence of Cole,2011-05-26,0.15,48,Low distribution; considered scarce.
2632,132,722,Legacy of Voss,1949-02-28,0.12,28,Reprints classic story with new framing pages.
2633,237,650,Uprising of Flynn,2020-10-24,1.25,48,Low distribution; considered scarce.
2634,22,128,Dawn of Stone,1974-09-30,0.1,32,Contains bonus pin-up gallery.
2635,110,271,Fallen of Stark,2013-02-03,2.99,36,Direct edition only; no newsstand version.
2636,69,105,Chaos of Holt,1971-09-17,1,64,Landmark story milestone.
2637,271,593,Revelation of Hunt,1953-03-27,1.5,36,Key first appearance issue.
2638,295,589,Dawn of Crane,1944-04-23,4.99,48,Low distribution; considered scarce.
2639,2,178,Convergence of Cole,2014-08-07,1,100,Double-sized anniversary issue.
2640,233,328,Inferno of Kane,2017-07-06,0.75,44,Double-sized anniversary issue.
2641,233,503,Rising of Fox,2016-10-05,1,36,Key first appearance issue.
2642,218,574,Rising of Kane,2024-03-14,2.5,40,Key first appearance issue.
2643,104,214,Reborn of Cole,2012-11-04,0.15,80,Contains bonus pin-up gallery.
2644,106,482,Fracture of Nash,2005-02-24,0.75,36,High print run; common in collections.
2645,208,780,Oblivion of Fox,1969-06-22,0.1,40,Landmark story milestone.
2646,120,620,Reckoning of Price,1982-03-11,0.2,44,High print run; common in collections.
2647,263,430,Reckoning of Cross,2022-02-21,0.25,48,Controversial issue banned in three states.
2648,179,171,Dawn of Holt,2002-11-12,0.15,32,High print run; common in collections.
2649,44,36,Inferno of Fox,2001-11-01,3.99,32,Key first appearance issue.
2650,138,287,Shadows of Morgan,2012-12-31,0.12,64,Reprints classic story with new framing pages.
2651,140,579,Uprising of Cross,1987-02-13,1,44,High print run; common in collections.
2652,283,61,Shattered of Stark,1969-11-05,1.25,28,Controversial issue banned in three states.
2653,74,558,Fracture of Morgan,2019-02-08,4.99,32,Direct edition only; no newsstand version.
2654,131,210,Convergence of Cross,1997-04-02,1.95,28,Contains bonus pin-up gallery.
2655,153,190,Vendetta of Morgan,1969-08-13,1,36,Controversial issue banned in three states.
2656,215,111,Descent of Price,1987-07-24,0.12,24,High print run; common in collections.
2657,157,539,Legacy of Kane,2021-01-26,2.5,36,Key first appearance issue.
2658,244,153,Descent of Ward,1997-07-16,3.99,32,Key first appearance issue.
2659,78,33,Shattered of Flynn,1946-10-15,0.75,48,Direct edition only; no newsstand version.
2660,70,585,Inferno of Stone,1950-02-22,2.99,80,Reprints classic story with new framing pages.
2661,16,348,Fracture of Stark,1966-02-10,1.5,24,Key first appearance issue.
2662,50,250,Fallen of Flynn,1982-05-27,0.1,24,Contains bonus pin-up gallery.
2663,111,473,Shadows of Stone,1970-11-25,0.12,64,Controversial issue banned in three states.
2664,83,112,Uprising of Grant,2017-07-11,2.5,100,Key first appearance issue.
2665,261,78,Nemesis of Stark,1963-08-08,0.25,32,Landmark story milestone.
2666,13,324,Chaos of Crane,1994-10-11,0.2,64,Landmark story milestone.
2667,292,561,Shadows of Stark,1997-07-02,0.1,64,Low distribution; considered scarce.
2668,157,417,Dawn of Steele,2020-09-07,0.75,40,Low distribution; considered scarce.
2669,68,370,Fallen of Voss,1964-06-23,2.5,24,Controversial issue banned in three states.
2670,176,220,Reborn of Holt,2011-01-06,0.15,32,Key first appearance issue.
2671,299,313,Fracture of Stark,1973-07-10,0.35,48,Reprints classic story with new framing pages.
2672,12,691,Convergence of Crane,1988-05-04,1.95,44,Landmark story milestone.
2673,116,134,Oblivion of Crane,1963-05-09,0.15,64,Reprints classic story with new framing pages.
2674,154,25,Fallen of Holt,2015-12-30,1.95,44,Reprints classic story with new framing pages.
2675,277,115,Nemesis of Drake,1966-12-07,0.25,28,Landmark story milestone.
2676,295,114,Eclipse of Grant,1945-09-28,0.15,32,Direct edition only; no newsstand version.
2677,277,776,Vendetta of Price,1967-07-16,2.99,40,Contains bonus pin-up gallery.
2678,285,527,Legacy of Steele,1984-03-13,0.5,64,Direct edition only; no newsstand version.
2679,31,513,Resurgence of Holt,2011-03-21,1.25,64,Low distribution; considered scarce.
2680,13,768,Revelation of Fox,2017-11-10,0.15,100,Landmark story milestone.
2681,293,503,Vendetta of Price,2012-05-13,0.25,28,Direct edition only; no newsstand version.
2682,154,52,Nemesis of Hunt,1992-12-15,0.5,48,Reprints classic story with new framing pages.
2683,66,334,Revelation of Holt,1984-11-07,1,80,Direct edition only; no newsstand version.
2684,139,41,Resurgence of Cross,2010-02-22,0.2,36,Reprints classic story with new framing pages.
2685,271,327,Chaos of Crane,1951-04-21,0.35,32,Key first appearance issue.
2686,87,171,Uprising of Stark,1974-12-01,0.25,24,Part of a crossover event.
2687,169,214,Uprising of Morgan,1992-01-25,0.12,24,Key first appearance issue.
2688,281,386,Revelation of Burns,2017-08-22,2.5,64,High print run; common in collections.
2689,57,5,Reckoning of Cole,2023-06-18,0.15,28,Low distribution; considered scarce.
2690,61,3,Reckoning of Hunt,1987-02-10,0.15,48,Reprints classic story with new framing pages.
2691,78,143,Oblivion of Stone,1951-04-10,3.99,100,Double-sized anniversary issue.
2692,296,758,Shattered of Drake,2023-02-27,2.5,24,Double-sized anniversary issue.
2693,173,557,Shadows of Grant,2012-06-19,2.99,64,Low distribution; considered scarce.
2694,199,42,Dawn of Morgan,1954-06-30,1,36,High print run; common in collections.
2695,223,100,Revelation of Fox,1963-08-31,0.15,28,Double-sized anniversary issue.
2696,44,95,Shattered of Grant,1975-07-24,1.95,40,Part of a crossover event.
2697,257,778,Reborn of Burns,1993-03-05,0.25,24,High print run; common in collections.
2698,134,71,Inferno of Stone,1996-07-16,1.5,36,Low distribution; considered scarce.
2699,212,31,Fracture of Flynn,1980-11-18,2.5,100,Reprints classic story with new framing pages.
2700,129,596,Chaos of Ward,1986-09-17,2.99,64,Controversial issue banned in three states.
